laptop_name,brand_name,hard_disc_size,disc-tech,RAM,screen_size,CPU,price_in_₸
 Dell Inspiron 5401,Dell,512,SSD,8,14.0,Core i5-1035G1 - 1.0 ГГц,504300.0
 Lenovo Yoga Pro 7 Gen 8,Lenovo,512,SSD,16,14.5,Ryzen 5-7535HS 3.3 ГГц,505892.0
 Lenovo ThinkBook 15 Gеn 2   ,Lenovo,256,SSD,8,15.6,Core i3-1115G4 2.4 ГГц,505900.0
 Lenovo ThinkBook 15 Gen 2 ,Lenovo,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,505900.0
 Asus Vivobook S 14 M3402RA,Asus,512,SSD,16,14.0,Ryzen 7-6800H 3.2 ГГц,506792.0
 Dell Vostro 3510,Dell,512,SSD,16,15.6,Core i7-1165G7 2.8 ГГц,506900.0
 HP ProBook 440 G9,HP,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,508200.0
 Lenovo ThinkPad E15 Gen 4,Lenovo,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,510160.0
 Asus Vivobook S 16X M5602QA,Asus,512,SSD,16,16.0,Ryzen 5-5600H 3.3 ГГц,511001.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,511400.0
 HP ProBook 440 G8,HP,512,SSD,8,14.0,Core i7-1165G7 2.8 ГГц,512200.0
 HP Victus 16-e1050ci,HP,512,SSD,8,16.1,Ryzen 5 6600H 3.3 ГГц,512900.0
 Realme Book RMNB1002gray,Realme,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,513100.0
 Realme Book RMNB1002blue,Realme,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,513100.0
 HP ProBook 440 G9,HP,512,SSD,16,14.0,Core i7-1255U 1.7 ГГц,513300.0
 HP ProBook 440 G8 ,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,513400.0
 HP EliteBook 850 G8,HP,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,513975.0
 Dell Vostro 5510,Dell,512,SSD,8,15.6,Core i5-11320H 3.2 ГГц,514400.0
 Gigabyte G5 MF-E2KZ333SD,Gigabyte,512,SSD,8,15.6,Core i5-12500H 2.5 ГГц,514490.0
 HP Victus 15-fa0034ci,HP,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,514490.0
 MSI Modern 14,MSI,512,SSD,8,14.0,Core i5 1135G7 2.4 ГГц,516100.0
 HP ProBook 450 G9,HP,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,516300.0
 HP Pavilion Aero 13-be1025ci,HP,512,SSD,16,13.3,Ryzen 5 5625U 2.3 ГГц,516400.0
 Asus Vivobook S 15 K5504VA-MA086W,Asus,512,SSD,16,15.6,Core i5-13500H 2.6 ГГц,516812.0
 Dell Vostro 3500,Dell,256,SSD,8,15.6,Core i5 1135G7 2.4 ГГц,517300.0
 Dell Vostro 5625,Dell,256,SSD,8,16.0,Ryzen 5-5625U 2.3 ГГц,517530.0
 Lenovo ThinkPad T14 Gen 3,Lenovo,256,SSD,8,14.0,Ryzen 5 PRO 6650U 2.9 ГГц,518055.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,518700.0
 Dell Latitude 3510,Dell,256,SSD,8,15.6,Core i5 10210U 1.6 ГГц,518700.0
 HP Victus 15-fa0064ci,HP,512,SSD,16,15.6,Core i5-12450H 2.0 ГГц,518815.0
 HP 250 G9,HP,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,519750.0
 Dell Latitude 3420,Dell,256,SSD,8,14.0,Core i5 1135G7,520000.0
 HP ProBook 450 G9,HP,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,520200.0
 HP Victus 15-fb0026ci,HP,512,SSD,4,15.6,Ryzen 5-5600H 3.3 ГГц,520695.0
 Lenovo IdeaPad 5 14IIL05,Lenovo,512,SSD,8,14.0,Core i7 1065G7 1.3 ГГц,521200.0
 HP 470 G8,HP,256,SSD,8,17.3,Core i5-1135G7 2.4 ГГц,521800.0
 Asus Vivobook Pro 16 K6602ZC,Asus,512,SSD,16,16.0,Core i5-12500H 2.5 ГГц,522397.0
 Dell Latitude 3510,Dell,256,SSD,8,15.6,Core i3 10110U 2.1 ГГц,522400.0
 HP 15-eu0022ur ENVYx360,HP,512,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,522500.0
 HP 15-eu0020ur,HP,512,SSD,8,15.6,6,522500.0
 Asus Vivobook Pro 15 M6500QC,Asus,1024,SSD,16,15.6,Ryzen 7-5800H 3.2 ГГц,524134.0
 Asus Vivobook 16X K3605VC,Asus,512,SSD,16,16.0,Core i5-13500H 2.6 ГГц,524237.0
 Asus Vivobook S 15 M3502QA,Asus,1024,SSD,16,15.6,Ryzen 7-5800HS 2.8 ГГц,524275.0
 Dell Latitude 3520,Dell,256,SSD,8,15.6,Core i3-1115G4 3.0 ГГц,524500.0
 HP Probook 430 G8 ,HP,256,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,524600.0
 HP Victus 16-e0132ur,HP,512,SSD,8,16.1,Ryzen 5-5600H 3.3 ГГц,524990.0
 HP Victus 16-e0126ur,HP,512,SSD,8,16.1,Ryzen 5-5600H 3.3 ГГц,524990.0
 HP Victus 15-fb0022ci,HP,512,SSD,8,15.6,Ryzen 5-5600H 3.3 ГГц,524990.0
 HP Victus 15-fa0035ci,HP,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,524990.0
 HP Victus 15-fa0020ci,HP,512,SSD,8,15.6,Core i5-12500H 2.5 ГГц,524990.0
 HP ProBook 450 G9,HP,256,SSD,8,15.6,Core i3-1215U 4.4 ГГц,525300.0
 Dell Vostro 3520,Dell,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,525786.0
 HP ProBook 450 G8,HP,512,SSD,16,15.6,Core i7-1165G7 2.8 ГГц,525810.0
 HP ProBook 440 G9,HP,512,SSD,8,14.0,Core i7-1255U 4.7 ГГц,527100.0
 Lenovo ThinkPad L14 Gen 3,Lenovo,512,SSD,8,14.0,Ryzen 5-5675U 2.3 ГГц,527700.0
 HP ProBook 440 G9,HP,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,528413.0
 Asus TUF Gaming F15 FX506HE,Asus,512,SSD,16,15.6,Core i5-11400H 2.7 ГГц,528424.0
 Asus Vivobook S K3402ZA,Asus,512,SSD,8,14.0,Core i5-12500H 2.5 ГГц,528468.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i7-1165G7 2.8 ГГц,529000.0
 HP ProBook 450 G8,HP,256,SSD,8,15.6,Core i5-1135G7 4.2 Ггц,529700.0
  Lenovo ThinkPad E14 ,Lenovo,256,HDD,8,14.0,Intel Core i5 10210U,530400.0
 HP 250 G10,HP,512,SSD,16,15.6,Core i7-1355U 1.7 ГГц,531300.0
 Asus Vivobook Pro 15 M6500RC,Asus,1024,SSD,16,15.6,Ryzen 7-6800H 3.2 ГГц,531648.0
 Dell Vostro 5515,Dell,256,SSD,8,15.6,Ryzen 5-5500U 2.1 ГГц,533000.0
 Dell Vostro 5625,Dell,512,SSD,8,16.0,Ryzen 5-5625U 2.3 ГГц,533460.0
 HP ProBook x360 435 G8,HP,256,SSD,8,13.3,Ryzen 3-5400U 2.6 ГГц,533900.0
 HP ProBook 440 G9,HP,512,SSD,16,14.0,Core i5-1235U 1.3 ГГц,534188.0
 Dell Latitude 3520,Dell,256,SSD,8,15.6,Core i5-1145G7 2.6 ГГц,534700.0
 Dell Vostro 3500,Dell,512,SSD,8,15.6,Core i5 1135G7 2.4 ГГц,535600.0
 Lenovo ThinkBook 15 Gen 4,Lenovo,512,SSD,16,15.6,Core i7-1255U 1.2 ГГц,536200.0
 Lenovo ThinkBook 16 Gen 6,Lenovo,512,SSD,16,16.0,Core i5-1335U 1.3 ГГц,537000.0
 HP Envy x360 15-es1003ur,HP,512,SSD,8,15.6,Core i5-1155G7 2.5 ГГц,537600.0
 Lenovo Legion 5i 15IMH05,Lenovo,512,SSD,8,15.6,Core i5-10300H 2.5 ГГц,538100.0
 Dell Latitude 3520,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,538200.0
 HP Europe 470 G7,HP,1000,HDD,8,17.3,Core i7-10510U 1.8 ГГц,538200.0
 HP ProBook 430 G8,HP,256,SSD,8,13.3,Core i7-1165G7 2.8 ГГц,538500.0
 HP 470 G9,HP,512,SSD,8,17.3,Core i7-1255U 1.7 ГГц,539963.0
 Asus ExpertBook B1 B1502CVA-BQ0347X,Asus,512,SSD,16,15.6,Core i7-1355U 1.8 ГГц,541420.0
 Asus ExpertBook B1 B1402CVA-EB0427X,Asus,512,SSD,16,14.0,Core i7-1355U 1.8 ГГц,541420.0
 Dell Vostro 5510,Dell,512,SSD,8,15.6,Core i5-11320H 3.2 ГГц,542900.0
 Lenovo ThinkBook 14 Gen 6,Lenovo,512,SSD,16,14.0,Core i5-1335U 1.3 ГГц,543138.0
 Dell Latitude 3520,Dell,256,SSD,8,15.6,Core i5-1145G7 2.6 ГГц,543400.0
 Dell Inspiron 5501,Dell,256,SSD,8,15.0,"Core i5-1035G1 - 1,0 ГГц",543600.0
 HP ProBook x360 435 G8,HP,512,SSD,16,13.3,Ryzen 5-5600U 2.3 ГГц,544300.0
 Asus ExpertBook B5 Flip B5302FBA-LG0237X,Asus,512,SSD,8,13.3,Core i5-1235U 1.3 ГГц,545638.0
 HP Victus 16-e1065ci,HP,512,SSD,8,16.1,Ryzen 5-6600H 3.3 ГГц,545990.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,546500.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,547900.0
 Asus Vivobook S 16X M5602QA,Asus,1024,SSD,16,16.0,Ryzen 7-5800H 3.2 ГГц,548228.0
 Dell Vostro 3510,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,548500.0
  Lenovo ThinkBook S-13-IML ,Lenovo,512,SSD,8,13.0,Intel Core i5-10210U,548700.0
 HP ProBook 440 G9,HP,512,SSD,8,14.0,Core i5-1235U 4.4 ГГц,549500.0
 Lenovo Thinkpad T14,Lenovo,256,SSD,8,14.0,Ryzen 5 PRO-5650U 2.3 ГГц,549800.0
 MSI Modern 14 B5M-201XKZ,MSI,512,SSD,16,14.0,Ryzen 5-5500U 2.1 ГГц,550100.0
 Lenovo ThinkBook 14 Gen 4+,Lenovo,256,SSD,8,14.0,Core i5-1235U 0.9 ГГц,551800.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i7-1165G7 2.8 ГГц,551900.0
 MSI GF66 Katana 11UE-228XKZ,MSI,512,SSD,16,15.6,Core i5-11400H 2.7 ГГц,554774.0
 Dell Vostro 3510,Dell,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,555800.0
 Dell Latitude 5520,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,555900.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.7 ГГц,556373.0
 HP Pavilion x360 15-er1008ci,HP,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,556490.0
 HP Victus 16-e1056ci,HP,512,SSD,8,16.1,Ryzen 5-6600H 3.3 ГГц,556490.0
 HP Victus 16-e1052ci,HP,512,SSD,8,16.1,Ryzen 5-6600H 3.3 ГГц,556490.0
 HP Victus 16-e1051ci,HP,512,SSD,8,16.1,Ryzen 5-6600H 3.3 ГГц,556490.0
 Acer Nitro 5 AN515-58,Acer,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,557770.0
 MSI Bravo 15 B5DD,MSI,512,SSD,8,15.6,Ryzen 5-5600H 3.3 ГГц,559846.0
 HP ProBook 450 G9,HP,1024,SSD,16,15.6,Core i7-1260P 2.1 ГГц,560175.0
 Lenovo ThinkBook 14 G4 IAP,Lenovo,512,SSD,16,14.0,Core i5-1235U 3.2 ГГц,560513.0
 Lenovo ThinkPad E14 Gen 4,Lenovo,512,SSD,8,14.0,Core i5-1235U 1.3 ГГц,561500.0
 HP ENVY x360 15-es0006ur,HP,512,SSD,8,15.6,Core i5 1135G7,561700.0
 Dell G3,Dell,256,SSD,8,15.6,Core i5-10300H 2.5 ГГц,561700.0
 HP Envy x360 13-ay0040ur,HP,512,SSD,8,13.3,Ryzen 3-4300U 2.7 ГГц,561700.0
 Asus Vivobook Pro 15 K6502ZC,Asus,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,561716.0
 HP Victus 15-fa0044ci,HP,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,561740.0
 HP Europe Probook 440 G9,HP,512,SSD,8,14.0,Core i7-1255U 1.7 ГГц,561808.0
 Dell Vostro 3510,Dell,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,561995.0
 Dell G15 5511,Dell,512,SSD,16,15.6,Core i5-11260H 2.6 ГГц,562916.0
 HP ProBook 450 G9,HP,512,SSD,16,15.6,Core i5-1235U 1.3 ГГц,563063.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 3.5 ГГц,563063.0
 HP EliteBook 840 G8,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,563200.0
 GIGABYTE G5 GD-51RU123/121SD,Gigabyte,512,SSD,16,15.6,11400H,563800.0
 Apple MacBook Air A2337 MGN63,Apple,256,SSD,8,13.3,M1-7-Core 3.2 ГГц,563880.0
 Apple MacBook Air A2337 MGN93,Apple,256,SSD,8,13.3,M1 3.2ГГц,563908.0
 HP ProBook 440 G8,HP,512,SSD,16,14.0,Core i5-1135G7 2.4 ГГц,565400.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,566300.0
 Acer Nitro 5 AN515-57,Acer,256,SSD,8,15.6,Core i5-11400H 2.7 ГГц,566344.0
 Lenovo Legion 5 15IMH6,Lenovo,256,SSD,16,15.6,Core i5-10300H 2.5 ГГц,566900.0
 Gigabyte G5 KF-E3KZ313SD,Gigabyte,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,566990.0
 Dell Vostro 3510,Dell,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,567500.0
 Lenovo Thinkbook 13s G2 ITL,Lenovo,256,SSD,8,13.3,Core i5-1135G7 2.4ГГц,567500.0
 HP EliteBook 840 G9,HP,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,567606.0
 HP ProBook 450 G8,HP,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,567700.0
 Lenovo ThinkPad E15 Gen 4,Lenovo,512,SSD,16,15.6,Ryzen 7-5825U 2.0 ГГц,568400.0
 Lenovo ThinkPad E14 Gen 4,Lenovo,512,SSD,8,14.0,Ryzen 5-5625U 2.3 ГГц,568400.0
 Lenovo LOQ 15IRX9,Lenovo,1024,SSD,16,15.6,Core i5-13450HX 2.4 ГГц,569179.0
 Dell Vostro 5510,Dell,512,SSD,8,15.6,Core i5-11300H 3.1 ГГц,569300.0
 Asus TUF Dash F15 FX516PC-HN003,Asus,512,SSD,16,15.6,Core i5-11300H 3.1 ГГц,570539.0
 HP ProBook 450 G8,HP,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,570700.0
 Asus Vivobook Pro 15 K6502ZC,Asus,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,570716.0
 Lenovo Yoga 7 Gen 8,Lenovo,512,SSD,16,14.0,Core i5-1340P 1.9 ГГц,570857.0
 HP Elitebook 630 G10,HP,512,SSD,8,13.3,Core i5-1335U 1.3 ГГц,571725.0
 Lenovo ThinkPad E14 Gen 5,Lenovo,512,SSD,16,14.0,Core i5-1335U 1.3 ГГц,571760.0
 Dream Machines RG3050Ti-15KZ20,Dream Machines,500,SSD,16,15.6,Core i5-11400H 2.7 ГГц,571900.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,571900.0
 MSI GF66 Katana,MSI,512,SSD,8,15.6,Core i5-11400H 2.7 ГГц,572028.0
 HP Envy 14-eb0003ur,HP,512,SSD,8,14.0,Core i5-1135G7 2.4ГГц,573500.0
 Asus Vivobook S 14 M3402RA,Asus,1024,SSD,16,14.0,Ryzen 7-6800H 3.2 ГГц,573764.0
 Lenovo ThinkPad L14 Gen 3,Lenovo,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,574375.0
 Dell Vostro 5620,Dell,256,SSD,8,16.0,Core i5-1240P 1.7 ГГц,575080.0
 Lenovo ThinkBook 14 Gen 2 ITL,Lenovo,256,SSD,8,14.0,Core i5 1135G7 2.4 ГГц,575700.0
 MSI GF63 Thin 10SC,MSI,512,SSD,8,15.6,Core i7 10750H 2.6 ГГц,576100.0
 HP ProBook 430 G8,HP,256,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,577000.0
 HP Victus 15-fa0001ur,HP,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,577395.0
 HP Victus 16-d1059ci,HP,512,SSD,16,16.1,Core i5-12500H 2.5 ГГц,577395.0
 HP Victus 15-fa0032ci,HP,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,577490.0
 HP Omen 16-wd0009ci,HP,512,SSD,16,16.1,Core i5-13420H 2.1 ГГц,577490.0
 HP Victus 16-e1048ci,HP,512,SSD,8,16.1,Ryzen 7-6800H 3.2 ГГц,577490.0
 HP Pavilion Plus Laptop 14-eh0002ci,HP,512,SSD,16,14.0,Core i5-1235U 1.3 ГГц,577490.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.2 ГГц,577490.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.7 ГГц,577500.0
 HP EliteBook 850 G8,HP,512,SSD,16,15.6,Core i5-1135G7 2.4 ГГц,579100.0
 HP Probook 430 G8 27H93EA,HP,256,SSD,8,13.3,Core™ i5-1135G7,581300.0
 HP Victus 16-e0080ur,HP,512,SSD,8,16.1,Ryzen 5-5600H 3.3 ГГц,581595.0
 Dell Latitude 3510,Dell,512,SSD,8,15.6,Core i5 10310U 1.7 ГГц,582700.0
 Dream Machines RG3050Ti-15KZ40,Dream Machines,500,SSD,8,15.6,Core i5-11400H 2.7 ГГц,582900.0
 Dell Latitude 5430,Dell,256,SSD,8,14.0,Core i5-1235U 1.3 ГГц,583400.0
 HP Pavilion Aero Laptop 13-be1021ci,HP,512,SSD,16,13.3,Ryzen 7-5825U 2.0 ГГц,583400.0
 Asus Vivobook Pro 15 M6500QC-MA035,Asus,512,SSD,16,15.6,Ryzen 7-5800H 3.2 ГГц,584216.0
 Lenovo ThinkBook 15 Gen 4,Lenovo,256,SSD,8,15.6,Core i5-1235U 1.3 ГГц,585200.0
 MSI Modern 14 B10RASW,MSI,512,SSD,8,14.0,Core i5 10210U 1.6 ГГц,585400.0
 Lenovo 21A4002ARU,Lenovo,512,SSD,8,15.6,Ryzen 5 5500U,585600.0
 HP ProBook 440 G8,HP,256,SSD,8,14.0,Core i7-1165G7 2.8 ГГц,586100.0
 HP Probook 440 G8 2R9E4EA,HP,256,SSD,8,14.0,i5-1135G7,586500.0
 Apple MacBook Air A2337 MGND3,Apple,256,SSD,8,13.3,M1 3.2ГГц,586560.0
 Asus TUF Gaming F15 FX506HCB,Asus,512,SSD,8,15.6,Core i5-11400H 2.7 ГГц,587011.0
 Lenovo ThinkBook 15 G4 IAP,Lenovo,512,SSD,16,15.6,Core i5-1235U 3.2 ГГц,587499.0
 Lenovo ThinkBook 13s G2 ,Lenovo,512,SSD,8,13.3,CORE_I5-1135G7,587800.0
 HP Victus 16-e1067ci,HP,512,SSD,16,16.1,Ryzen 5-6600H 3.3 ГГц,587895.0
 HP 470 G8,HP,512,SSD,16,17.3,Core i7-1165G7 2.8 ГГц,588100.0
 MSI Alpha 15 B5EEK-089XKZ,MSI,512,SSD,16,15.6,Ryzen 7-5800H 3.2 ГГц,588167.0
 HP Pavilion Gaming 15-cx0113ur,HP,1000,HDD,8,15.6,Core i5 8300H 2.3 ГГц,588300.0
 Lenovo 82HS00NDRK,Lenovo,512,SSD,8,14.0,Core i7 1165G7,588400.0
 Dell Vostro 5630,Dell,512,SSD,16,16.0,Core i5-1340P 1.9 ГГц,588490.0
 Lenovo ThinkPad E15 Gen 4,Lenovo,512,SSD,8,15.6,Core i5-1235U 1.3 ГГц,589200.0
 Lenovo Thinkbook 15 G2 ITL,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,591600.0
 Lenovo ThinkBook 14 Gen 6,Lenovo,256,SSD,8,14.0,Core i5-1335U 1.3 ГГц,593050.0
 Asus VivoBook Pro 15 K6500ZC,Asus,512,SSD,16,15.6,Core i5-12450H 2.0 ГГц,593054.0
 Dell Vostro 3500,Dell,512,SSD,8,15.6,Core i7 1165G7 2.8 ГГц,593100.0
 Dell Vostro 3520,Dell,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,593900.0
 Lenovo ThinkPad P50 512 SSD,Lenovo,256,SSD,16,15.0,Core i7-6820HQ - 2.7 ГГц,593900.0
 Lenovo IdeaPad Gaming 3 Gen 7,Lenovo,1024,SSD,16,15.6,Core i7-12650H 2.3 ГГц,593964.0
 Lenovo ThinkBook 16 Gen 6,Lenovo,256,SSD,8,16.0,Core i5-1335U 1.3 ГГц,594050.0
 Acer Nitro 5 AN515-57,Acer,512,SSD,8,15.6,Core i7-11800H 2.3 ГГц,594328.0
 Lenovo ThinkPad L14 Gen 1,Lenovo,256,SSD,8,14.0,Ryzen 5-4500U 2.3 ГГц,594400.0
 Dell Vostro 5620,Dell,512,SSD,8,16.0,Core i5-1240P 1.7 ГГц,594500.0
 HP Victus 16-e1049ci,HP,512,SSD,16,16.1,Ryzen 5-6600H 3.3 ГГц,595245.0
 HP ProBook 430 G8,HP,512,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,595600.0
 HP ProBook 450 G9,HP,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,597700.0
 HP Victus 16-e0008ur,HP,512,SSD,16,16.1,Ryzen 5-5600H 3.3 ГГц,598395.0
 Dell Latitude 3540,Dell,256,SSD,8,15.6,Core i5-1335U 1.3 ГГц,598410.0
 Dell Vostro 5620,Dell,512,SSD,16,16.0,Core i5-1240P 1.7 ГГц,600328.0
 Lenovo LOQ 15IRX9,Lenovo,1024,SSD,16,15.6,Core i7-13650HX 3.6 ГГц,600406.0
 Lenovo ThinkPad L14 Gen 3,Lenovo,512,SSD,16,14.0,Ryzen 7-5875U,600500.0
 HP ProBook 440 G9,HP,512,SSD,8,14.0,Core i7-1255U 1.7 ГГц,600600.0
 HP EliteBook 840 G8 ,HP,256,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,600600.0
 HP EliteBook 830 G8,HP,256,SSD,8,13.3,Core i5-1135G7 2.4 ГГц,600600.0
 HP Envy 14-eb0003ur,HP,512,SSD,8,14.0,Core i5-1135G7 2.4ГГц,600900.0
 HP ProBook x360 435 G8,HP,256,SSD,8,13.3,Ryzen 5-5600U 2.3 ГГц,602500.0
 Acer Nitro 5 AN515-46,Acer,512,SSD,16,15.6,Ryzen 5-6600H 3.3 ГГц,602998.0
 HP 470 G9,HP,512,SSD,16,17.3,Core i7-1255U 1.7 ГГц,603488.0
 Dell Latitude 5520,Dell,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,603800.0
 Lenovo ThinkBook 15 Gen 2,Lenovo,256,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,604900.0
 Lenovo IdeaPad 15ACH6,Lenovo,512,SSD,16,15.6,Ryzen 5-5600H 3.3 ГГц,606700.0
 HP ProBook 450 G9,HP,512,SSD,16,15.6,Core i7-1255U 1.7 ГГц,609263.0
 HP EliteBook 860 G9,HP,512,SSD,16,16.0,Core i5-1235U 1.3 ГГц,609263.0
 MSI GF63 Thin 11UC-1026XKZ,MSI,512,SSD,16,15.6,Core i5-11400H 2.2 ГГц,610200.0
 Dell Vostro 5625,Dell,256,SSD,8,16.0,Ryzen 5-5625U 2.3 ГГц,611609.0
 Acer Predator Helios 300 PH315-54-5009,Acer,512,SSD,8,15.6,Core i5-11400H 2.7 ГГц,612000.0
 Acer Nitro 5 AN515-45-R7SL,Acer,512,SSD,8,15.6,Ryzen 7-5800H 3.2 ГГц,612000.0
 Lenovo ThinkPad L15 Gen 3,Lenovo,512,SSD,16,15.6,Ryzen 7 Pro-5875U 2.0 ГГц,612000.0
 HP ProBook 440 G9,HP,512,SSD,16,14.0,Core i7-1255U 1.7 ГГц,612150.0
 Lenovo IdeaPad Gaming 3 Gen 7,Lenovo,1024,SSD,16,16.0,Ryzen 7-6800H 3.2 ГГц,612499.0
 Dell Inspiron G5 SE-5505,Dell,256,SSD,8,15.6,Ryzen 5-4600H 3.0 ГГц,612561.0
 Dell Vostro 5510,Dell,512,SSD,8,15.6,Core i5-11300H 3.1 ГГц,614000.0
 Dell Inspiron 5401,Dell,512,SSD,8,14.0,Core i5-1035G1 - 1.0 ГГц,614100.0
 Asus VivoBook Pro 15 K6500ZC-MA359,Asus,512,SSD,16,15.6,Core i5-12500H 2.5 ГГц,614314.0
 HP EliteBook 850 G8,HP,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,615038.0
 MSI Modern 14,MSI,512,SSD,8,14.0,Core i5 1135G7 2.4 ГГц,615500.0
 Lenovo ThinkBook 14 Gen 2,Lenovo,512,SSD,8,14.0,Core i5-1135G7 2.4 ГГц,615900.0
 Asus ExpertBook B5 B5302CBA-EG0099X,Asus,1024,SSD,16,13.3,Core i7-1255U 1.7 ГГц,615910.0
 Lenovo IdeaPad Gaming 3 15ACH6,Lenovo,512,SSD,16,15.6,Ryzen 5-5600H 3.3 ГГц,617100.0
 Dell 210-AXVQ N014L552015EMEA_UBU,Dell,512,SSD,8,15.6,Core i5 1145G7,618800.0
 HP Victus 15-fa0029ci,HP,512,SSD,16,15.6,Core i7-12700H 2.3 ГГц,619490.0
 Lenovo ThinkPad E16 Gen 1,Lenovo,512,SSD,16,16.0,Core i7-1355U 1.7 ГГц,619625.0
 MSI Modern B11MOU-886XKZ,MSI,512,SSD,16,14.0,Core i5-1155G7 2.5 ГГц,620400.0
 Lenovo ThinkBook 16 Gen 6,Lenovo,512,SSD,16,16.0,Core i5-1335U 1.3 ГГц,621750.0
 Dell Vostro 5620,Dell,256,SSD,8,16.0,Core i5-1240P 1.7 ГГц,621770.0
 Lenovo ThinkBook 15-IIL,Lenovo,512,SSD,16,15.6,Core i5 1035G4 1.1 ГГц,621900.0
 Lenovo ThinkBook 16 G4+,Lenovo,512,SSD,16,16.0,Core i5-12500H 2.5 ГГц,622125.0
 Lenovo ThinkBook 15 G2 ITL,Lenovo,512,SSD,8,15.6,Core i5-1135G7 2.4 ГГц,622400.0
 Lenovo ThinkBook 14 Gen 6,Lenovo,512,SSD,16,14.0,Core i5-1335U 1.3 ГГц,623125.0
 Asus TUF Gaming A15 FA507NU,Asus,512,SSD,16,15.6,Ryzen 7-7735HS 3.2 ГГц,623482.0
 Lenovo ThinkPad T14 Gen 3,Lenovo,512,SSD,8,14.0,Ryzen 5 PRO 6650U 2.9 ГГц,624999.0
 HP ProBook 450 G9,HP,512,SSD,8,15.6,Core i7-1255U 1.2 ГГц,625700.0
 Lenovo IdeaPad Gaming 3 15ACH6,Lenovo,512,SSD,16,15.6,Ryzen 5-5600H 3.3 ГГц,625800.0
 Lenovo IdeaPad Gaming 3 Gen 7,Lenovo,1024,SSD,16,16.0,Core i7-12650H 1.7 ГГц,626486.0
 HP EliteBook 830 G9 ,HP,256,SSD,8,13.3,Core i5-1245U 1.6 ГГц,626800.0
